competitorId,competitorName,firstName,lastName,status,gender,countryOfOriginCode,countryOfOriginName,regionId,regionName,affiliateId,affiliateName,age,height,weight,overallRank,overallScore,genderId,year
43474,Rebecca Warren,Rebecca,Warren,ACT,F,,,3,Australia,1695,Adapt CrossFit,32,,,10733,59111,2,2012
6960,Shannon Eaton,Shannon,Eaton,ACT,F,,,3,Australia,3180,,25,,,10734,59120,2,2012
40603,Trina McLaughlin,Trina,McLaughlin,ACT,F,,,15,South East,1160,,42,,,10735,59124,2,2012
76959,Melissa Rozeski,Melissa,Rozeski,ACT,F,,,17,South West,3383,CrossFit Arvada,35,,,10736,59138,2,2012
19704,Johanna Garza,Johanna,Garza,ACT,F,,,14,South Central,3139,,41,,,10737,59139,2,2012
18381,Karin Hayes,Karin,Hayes,ACT,F,,,10,North Central,1150,CrossFit Jenks,44,,,10738,59149,2,2012
63560,Erin Esponda,Erin,Esponda,ACT,F,,,13,North West,2504,,17,,,10739,59157,2,2012
66104,Ashley Edwards,Ashley,Edwards,ACT,F,,,17,South West,1605,,30,,,10740,59160,2,2012
70529,SE Rafferty,SE,Rafferty,ACT,F,,,17,South West,512,,36,,,10741,59167,2,2012
56019,melissa smith,melissa,smith,ACT,F,,,12,Northern California,2435,,42,,,10741,59167,2,2012
22826,Gaby Paredes,Gaby,Paredes,ACT,F,,,16,Southern California,431,CrossFit Rancho Cucamonga,39,,,10743,59170,2,2012
50559,Alli Ashman,Alli,Ashman,ACT,F,,,10,North Central,1150,CrossFit Jenks,26,,,10744,59190,2,2012
13508,Jen Kleinheinz,Jen,Kleinheinz,ACT,F,,,10,North Central,1314,CrossFit Carbon,31,,,10745,59193,2,2012
19123,Renee Roy,Renee,Roy,ACT,F,,,16,Southern California,2862,,26,,,10746,59196,2,2012
48552,Gretchen Lyons,Gretchen,Lyons,ACT,F,,,7,Europe,2013,CrossFit Leman,38,,,10747,59210,2,2012
38151,Nicola EBZERY,Nicola,EBZERY,ACT,F,,,3,Australia,1440,,29,,,10748,59213,2,2012
32558,Shelby Crouch,Shelby,Crouch,ACT,F,,,9,Mid Atlantic,990,,33,,,10749,59217,2,2012
77502,Sheri Reich,Sheri,Reich,ACT,F,,,5,Canada West,2507,CrossFit DV,35,,,10750,59223,2,2012
68469,Courtney Marshall,Courtney,Marshall,ACT,F,,,14,South Central,2892,,28,,,10751,59236,2,2012
30021,Raquel Padua,Raquel,Padua,ACT,F,,,15,South East,902,,38,,,10752,59237,2,2012
70022,karie parker,karie,parker,ACT,F,,,14,South Central,1518,,32,,,10753,59246,2,2012
40455,Janna May,Janna,May,ACT,F,,,9,Mid Atlantic,2834,Phalanx CrossFit,30,,,10754,59253,2,2012
33868,Amy Pinski,Amy,Pinski,ACT,F,,,10,North Central,1075,CrossFit Arlington Heights,39,,,10755,59255,2,2012
47398,Jasmin McDonald,Jasmin,McDonald,ACT,F,,,3,Australia,474,CrossFit Adelaide,23,,,10756,59262,2,2012
26061,Lisa Vander Bloomer,Lisa,Vander Bloomer,ACT,F,,,10,North Central,1572,Badger CrossFit,40,,,10757,59267,2,2012
46011,Cristina Matsumoto,Cristina,Matsumoto,ACT,F,,,10,North Central,789,,30,,,10758,59276,2,2012
15444,Allison Hughes,Allison,Hughes,ACT,F,,,12,Northern California,243,CrossFit Fresno,36,,,10759,59292,2,2012
19040,Cherise Carmody,Cherise,Carmody,ACT,F,,,12,Northern California,435,,34,,,10760,59297,2,2012
46205,Ashley Blatt,Ashley,Blatt,ACT,F,,,16,Southern California,1090,,25,,,10761,59298,2,2012
33023,Brooke Woodbridge,Brooke,Woodbridge,ACT,F,,,3,Australia,3295,,28,,,10762,59299,2,2012
66587,Cassie Gibel,Cassie,Gibel,ACT,F,,,6,Central East,1043,CrossFit Legacy,23,,,10762,59299,2,2012
46700,karen eversole,karen,eversole,ACT,F,,,6,Central East,3427,,39,,,10764,59312,2,2012
19031,Brianne Kemp,Brianne,Kemp,ACT,F,,,10,North Central,2940,,28,,,10765,59314,2,2012
28666,Savannah Blakley,Savannah,Blakley,ACT,F,,,5,Canada West,0,,23,,,10766,59320,2,2012
62727,Cami ouellette,Cami,ouellette,ACT,F,,,10,North Central,2269,,25,,,10767,59322,2,2012
41111,Hayley Haggerty,Hayley,Haggerty,ACT,F,,,3,Australia,269,CrossFit Roar,40,,,10767,59322,2,2012
81004,Katherine Powell,Katherine,Powell,ACT,F,,,15,South East,3027,CrossFit En Fuego,35,,,10769,59331,2,2012
30849,Toma Courtney,Toma,Courtney,ACT,F,,,9,Mid Atlantic,2030,CrossFit Intense,36,,,10770,59344,2,2012
33563,Darcy Narduzzi,Darcy,Narduzzi,ACT,F,,,12,Northern California,3097,,32,,,10771,59346,2,2012
64800,Molly Lawson,Molly,Lawson,ACT,F,,,11,North East,2542,CrossFit KGB,24,,,10772,59347,2,2012
31457,Stephanie Worthington,Stephanie,Worthington,ACT,F,,,14,South Central,1384,CrossFit Elevate,31,,,10773,59350,2,2012
67355,Suzanne Nicholas,Suzanne,Nicholas,ACT,F,,,12,Northern California,650,Brethren CrossFit,35,,,10774,59360,2,2012
35721,Caitie O'Grady,Caitie,O'Grady,ACT,F,,,16,Southern California,1561,,19,,,10775,59365,2,2012
30170,Jessica Simmons,Jessica,Simmons,ACT,F,,,10,North Central,3088,,27,,,10776,59366,2,2012
16225,Danyelle Cano,Danyelle,Cano,ACT,F,,,12,Northern California,0,,26,,,10777,59367,2,2012
10817,Emma Hungerford,Emma,Hungerford,ACT,F,,,3,Australia,3048,,32,,,10778,59370,2,2012
24608,Christine Nolder,Christine,Nolder,ACT,F,,,11,North East,568,Cynergy CrossFit,43,,,10779,59375,2,2012
48836,Megan Dorsey,Megan,Dorsey,ACT,F,,,10,North Central,1592,CrossFit Rise,28,,,10780,59376,2,2012
6218,Rachel Mainland,Rachel,Mainland,ACT,F,,,7,Europe,1132,CrossFit Glasgow,24,,,10781,59378,2,2012
44662,Jimmie Jordan,Jimmie,Jordan,ACT,F,,,9,Mid Atlantic,2117,CrossFit FF,33,,,10782,59383,2,2012
55224,Marne Burkett,Marne,Burkett,ACT,F,,,6,Central East,1835,Three Kings CrossFit,32,,,10783,59391,2,2012
48196,Kelsey bergagna,Kelsey,bergagna,ACT,F,,,8,Latin America,2244,CrossFit 7 Mile,24,,,10784,59400,2,2012
64959,Deena Isom,Deena,Isom,ACT,F,,,15,South East,725,BeltLine CrossFit,28,,,10785,59405,2,2012
7640,Sarah McGuire,Sarah,McGuire,ACT,F,,,11,North East,3105,,26,,,10786,59421,2,2012
24983,Meredith Biehler,Meredith,Biehler,ACT,F,,,9,Mid Atlantic,1839,,40,,,10787,59424,2,2012
34667,Sandy Kim,Sandy,Kim,ACT,F,,,9,Mid Atlantic,3035,Trident CrossFit,34,,,10788,59427,2,2012
71034,Heather Blair,Heather,Blair,ACT,F,,,11,North East,2511,,42,,,10789,59435,2,2012
74353,Vanessa Rowden,Vanessa,Rowden,ACT,F,,,14,South Central,3214,CrossFit 1525,31,,,10790,59460,2,2012
70398,Sarah Gilbert,Sarah,Gilbert,ACT,F,,,3,Australia,2188,CrossFit Dunedin,30,,,10791,59465,2,2012
45699,Bora Lee,Bora,Lee,ACT,F,,,2,Asia,2426,,25,,,10792,59474,2,2012
35936,Hanna Koskenranta,Hanna,Koskenranta,ACT,F,,,7,Europe,3332,CrossFit Central Helsinki,31,,,10793,59478,2,2012
34701,cami botonis,cami,botonis,ACT,F,,,12,Northern California,333,Rocklin CrossFit,26,,,10794,59496,2,2012
80652,JEN Hamlin,JEN,Hamlin,ACT,F,,,14,South Central,3117,CrossFit Tyler,39,,,10795,59502,2,2012
52902,rebecca jones,rebecca,jones,ACT,F,,,13,North West,438,CrossFit Billings,27,,,10795,59502,2,2012
73927,Alison Coolican,Alison,Coolican,ACT,F,,,5,Canada West,889,,39,,,10797,59507,2,2012
25649,Ember Rodriguez,Ember,Rodriguez,ACT,F,,,14,South Central,705,,27,,,10797,59507,2,2012
33122,Emily Traina,Emily,Traina,ACT,F,,,15,South East,3027,CrossFit En Fuego,16,,,10799,59509,2,2012
28403,Christina Roth,Christina,Roth,ACT,F,,,9,Mid Atlantic,220,CrossFit Vitality,34,,,10800,59521,2,2012
32947,Natalie Larkman,Natalie,Larkman,ACT,F,,,8,Latin America,2244,CrossFit 7 Mile,28,,,10801,59524,2,2012
58870,Molly Westfall,Molly,Westfall,ACT,F,,,14,South Central,1167,,43,,,10802,59525,2,2012
54658,Michelle Herrarte,Michelle,Herrarte,ACT,F,,,8,Latin America,3272,CrossFit 502,27,,,10803,59530,2,2012
36674,Stephanie Bullock,Stephanie,Bullock,ACT,F,,,7,Europe,204,,30,,,10804,59531,2,2012
82434,Jenny Green,Jenny,Green,ACT,F,,,6,Central East,285,,41,,,10805,59536,2,2012
39510,Beverly Newhouse,Beverly,Newhouse,ACT,F,,,16,Southern California,2284,,37,,,10806,59538,2,2012
32053,Leadia Jarvis,Leadia,Jarvis,ACT,F,,,10,North Central,1800,CrossFit AMRAP,44,,,10807,59539,2,2012
59868,Jacqueline Humphrey,Jacqueline,Humphrey,ACT,F,,,14,South Central,654,CrossFit Strong,28,,,10808,59553,2,2012
4229,Marissa Simpson,Marissa,Simpson,ACT,F,,,12,Northern California,1633,,30,,,10809,59555,2,2012
28630,Selena Ashton,Selena,Ashton,ACT,F,,,3,Australia,1583,CrossFit The Stables,44,,,10810,59559,2,2012
31329,Rachel Dannhaus,Rachel,Dannhaus,ACT,F,,,14,South Central,3493,,28,,,10811,59562,2,2012
21896,Lici Merritt,Lici,Merritt,ACT,F,,,15,South East,361,,38,,,10812,59576,2,2012
51464,Yani Manzanares,Yani,Manzanares,ACT,F,,,16,Southern California,2066,CrossFit Trifecta,24,,,10813,59583,2,2012
70174,Joanie Andersen,Joanie,Andersen,ACT,F,,,16,Southern California,3159,CrossFit Grover Beach,34,,,10814,59600,2,2012
41379,Bree Woolley,Bree,Woolley,ACT,F,,,17,South West,485,,36,,,10815,59607,2,2012
48406,Melanie Beauchemin,Melanie,Beauchemin,ACT,F,,,5,Canada West,1740,,25,,,10816,59612,2,2012
35848,Anastasia Winterhalt,Anastasia,Winterhalt,ACT,F,,,5,Canada West,3275,CrossFit 306,37,,,10817,59614,2,2012
30899,Syard Evans,Syard,Evans,ACT,F,,,10,North Central,1325,CrossFit Fayetteville,31,,,10818,59620,2,2012
77065,Cristina Henkel,Cristina,Henkel,ACT,F,,,11,North East,161,CrossFit QDA,23,,,10819,59622,2,2012
37825,Elin Magnusson,Elin,Magnusson,ACT,F,,,12,Northern California,414,,23,,,10820,59628,2,2012
15885,Stephani Westberg,Stephani,Westberg,ACT,F,,,12,Northern California,2807,CrossFit Anywhere,28,,,10821,59630,2,2012
10959,Katrín Hrund Pálsdóttir,Katrín Hrund,Pálsdóttir,ACT,F,,,7,Europe,2025,CrossFit Reykjavík,21,,,10822,59642,2,2012
26096,Danette Rivera,Danette,Rivera,ACT,F,,,16,Southern California,828,CrossFit Los Angeles (LA),44,,,10823,59662,2,2012
62436,Pamela Wade,Pamela,Wade,ACT,F,,,15,South East,858,,35,,,10824,59663,2,2012
61788,Shauna Kitto,Shauna,Kitto,ACT,F,,,13,North West,482,,33,,,10825,59668,2,2012
34902,Eve-Angelique Moytier,Eve-Angelique,Moytier,ACT,F,,,7,Europe,1821,CrossFit Riviera,26,,,10826,59678,2,2012
25850,Maria McDonald,Maria,McDonald,ACT,F,,,4,Canada East,861,CrossFit Moncton,31,,,10827,59679,2,2012
43720,Natasha Nelson,Natasha,Nelson,ACT,F,,,12,Northern California,1183,CrossFit East Sacramento,40,,,10828,59687,2,2012
39038,Emma Veile,Emma,Veile,ACT,F,,,12,Northern California,876,CrossFit Sacramento,23,,,10828,59687,2,2012
77441,Jordan Jackson,Jordan,Jackson,ACT,F,,,13,North West,2023,CrossFit Cody,29,,,10830,59688,2,2012
13892,Laura Melkonian,Laura,Melkonian,ACT,F,,,13,North West,1215,SnoRidge CrossFit,42,,,10831,59702,2,2012
48218,Amanda Jensen,Amanda,Jensen,ACT,F,,,10,North Central,166,,27,,,10832,59703,2,2012
8311,Emmaline Quellich,Emmaline,Quellich,ACT,F,,,12,Northern California,3320,CrossFit Oakdale,23,,,10832,59703,2,2012
35156,Tanja Babic,Tanja,Babic,ACT,F,,,9,Mid Atlantic,3087,CrossFit Hershey,35,,,10834,59709,2,2012
63739,Erin Hightower,Erin,Hightower,ACT,F,,,13,North West,0,,27,,,10835,59712,2,2012
42280,Katie Moore,Katie,Moore,ACT,F,,,16,Southern California,594,,33,,,10835,59712,2,2012
13870,Anne Watson,Anne,Watson,ACT,F,,,6,Central East,1134,CrossFit South Bend,34,,,10837,59715,2,2012
57235,Michelle Johnson,Michelle,Johnson,ACT,F,,,6,Central East,3150,CrossFit Hendersonville,34,,,10838,59719,2,2012
61402,Jennifer Wagner,Jennifer,Wagner,ACT,F,,,9,Mid Atlantic,3461,,38,,,10839,59720,2,2012
72962,Sarah long,Sarah,long,ACT,F,,,7,Europe,253,Unit 22 CrossFit Northampton,31,,,10840,59724,2,2012
72204,karen evans,karen,evans,ACT,F,,,5,Canada West,1242,CrossFit Vo2 Max,38,,,10841,59728,2,2012
41740,Danielle Gilbert,Danielle,Gilbert,ACT,F,,,9,Mid Atlantic,3340,CrossFit Oceana,40,,,10842,59730,2,2012
47143,Jennifer Sterne,Jennifer,Sterne,ACT,F,,,12,Northern California,1206,,43,,,10843,59731,2,2012
31444,Shannon Joyce Neal,Shannon,Joyce Neal,ACT,F,,,6,Central East,697,Centerville CrossFit,36,,,10844,59733,2,2012
42550,Maura Buri,Maura,Buri,ACT,F,,,9,Mid Atlantic,1082,CrossFit Delaware Valley,38,,,10845,59745,2,2012
29505,Debbie Young,Debbie,Young,ACT,F,,,3,Australia,885,CrossFit Sydney,28,,,10846,59746,2,2012
23755,Andrea DeFinney,Andrea,DeFinney,ACT,F,,,4,Canada East,1963,CrossFit Markham,27,,,10846,59746,2,2012
40065,Daunelle Wulstein,Daunelle,Wulstein,ACT,F,,,12,Northern California,1944,South Tahoe CrossFit,41,,,10848,59751,2,2012
50681,Amanda Rogers,Amanda,Rogers,ACT,F,,,10,North Central,2908,CrossFit 540,22,,,10849,59758,2,2012
47794,Bethany Wexler,Bethany,Wexler,ACT,F,,,12,Northern California,793,Diablo CrossFit,33,,,10850,59765,2,2012
56426,Rebecca Bushnell,Rebecca,Bushnell,ACT,F,,,11,North East,2855,CrossFit North Haven,25,,,10851,59772,2,2012
45992,Denise Haywood,Denise,Haywood,ACT,F,,,1,Africa,2132,Cape CrossFit,32,,,10852,59773,2,2012
49668,Bozana Lukin,Bozana,Lukin,ACT,F,,,3,Australia,2032,CrossFit Western Front,29,,,10853,59783,2,2012
21721,Eimear Hannon,Eimear,Hannon,ACT,F,,,7,Europe,1143,CrossFit Ireland,24,,,10854,59785,2,2012
43205,Rebecca Strom,Rebecca,Strom,ACT,F,,,16,Southern California,3142,CrossFit Rx'd Placentia,34,,,10855,59789,2,2012
47690,Emily Graves,Emily,Graves,ACT,F,,,11,North East,2945,CrossFit 508,17,,,10856,59790,2,2012
9664,Alexis Picheny,Alexis,Picheny,ACT,F,,,11,North East,1365,CrossFit Southie,26,,,10857,59802,2,2012
56205,Brenda Khamthongath,Brenda,Khamthongath,ACT,F,,,7,Europe,1316,CrossFit Mildenhall,25,,,10857,59802,2,2012
41439,Jamie Gilbert,Jamie,Gilbert,ACT,F,,,16,Southern California,1130,Paradiso CrossFit,27,,,10859,59813,2,2012
34274,Eva Mina,Eva,Mina,ACT,F,,,7,Europe,0,,35,,,10860,59820,2,2012
42359,Dina Blankenship,Dina,Blankenship,ACT,F,,,15,South East,1063,,38,,,10861,59824,2,2012
79865,Kayla Rother,Kayla,Rother,ACT,F,,,11,North East,3462,,21,,,10862,59833,2,2012
26608,Marley Rivard,Marley,Rivard,ACT,F,,,11,North East,1641,Shoreline CrossFit,21,,,10863,59836,2,2012
10787,Kendal Jarrett,Kendal,Jarrett,ACT,F,,,14,South Central,651,CrossFit Waco,31,,,10864,59842,2,2012
68693,Debbie Finkle,Debbie,Finkle,ACT,F,,,15,South East,801,CrossFit Threshold,37,,,10865,59861,2,2012
27850,Karen Jones,Karen,Jones,ACT,F,,,9,Mid Atlantic,1679,,42,,,10866,59865,2,2012
50113,Jennifer HoltmannJenniferH,Jennifer,HoltmannJenniferH,ACT,F,,,6,Central East,3377,Five Rivers CrossFit,37,,,10867,59866,2,2012
55614,Eleonora Pasotti,Eleonora,Pasotti,ACT,F,,,12,Northern California,625,CrossFit Santa Cruz,40,,,10868,59871,2,2012
14334,Tara Mol,Tara,Mol,ACT,F,,,5,Canada West,163,,25,,,10869,59876,2,2012
48699,Jillian Gilbert,Jillian,Gilbert,ACT,F,,,16,Southern California,1130,Paradiso CrossFit,30,,,10870,59882,2,2012
55247,Gina Martin,Gina,Martin,ACT,F,,,12,Northern California,2784,,39,,,10871,59885,2,2012
45653,Kristan Bruce,Kristan,Bruce,ACT,F,,,16,Southern California,918,CrossFit Costa Mesa,39,,,10872,59889,2,2012
28888,Galombeck Ann Nyree,Galombeck,Ann Nyree,ACT,F,,,9,Mid Atlantic,1839,,41,,,10873,59894,2,2012
38254,Frances Carr,Frances,Carr,ACT,F,,,3,Australia,3115,CrossFit Noosa,38,,,10874,59898,2,2012
41495,Kate-lyn Boshoff,Kate-lyn,Boshoff,ACT,F,,,1,Africa,2764,BST CrossFit,23,,,10875,59911,2,2012
65584,Eva Gustafson,Eva,Gustafson,ACT,F,,,7,Europe,562,,28,,,10876,59917,2,2012
16746,Beth Hamacher,Beth,Hamacher,ACT,F,,,11,North East,1120,,33,,,10877,59918,2,2012
14560,Amber Billiard,Amber,Billiard,ACT,F,,,16,Southern California,1409,,28,,,10878,59922,2,2012
72476,Marta Sosa,Marta,Sosa,ACT,F,,,8,Latin America,1308,,25,,,10879,59930,2,2012
67985,Julie Wills,Julie,Wills,ACT,F,,,11,North East,1472,CrossFit 1 Force,40,,,10880,59932,2,2012
19502,Deb Savimaki,Deb,Savimaki,ACT,F,,,3,Australia,3180,,29,,,10881,59944,2,2012
62875,Cathy Meredith,Cathy,Meredith,ACT,F,,,14,South Central,3214,CrossFit 1525,42,,,10881,59944,2,2012
81378,Sheena Desai,Sheena,Desai,ACT,F,,,7,Europe,2401,,28,,,10883,59946,2,2012
40317,Alison Adderley,Alison,Adderley,ACT,F,,,6,Central East,2226,,25,,,10884,59947,2,2012
35624,Amy Waller,Amy,Waller,ACT,F,,,15,South East,902,,42,,,10885,59956,2,2012
20390,Michelle Maestas,Michelle,Maestas,ACT,F,,,16,Southern California,2211,CrossFit Alhambra,28,,,10886,59966,2,2012
24840,Karen Mahoney,Karen,Mahoney,ACT,F,,,11,North East,1887,,43,,,10887,59977,2,2012
27819,Brigitte Willott,Brigitte,Willott,ACT,F,,,14,South Central,2383,CrossFit XLR8,35,,,10888,59983,2,2012
68041,Jackie Ozzimo,Jackie,Ozzimo,ACT,F,,,11,North East,161,CrossFit QDA,40,,,10889,59984,2,2012
19377,Lori Eich,Lori,Eich,ACT,F,,,10,North Central,452,Windy City CrossFit,30,,,10890,59988,2,2012
64750,Jennifer Bailey,Jennifer,Bailey,ACT,F,,,10,North Central,875,CrossFit Rockford,38,,,10891,60001,2,2012
41367,Heather DeVol,Heather,DeVol,ACT,F,,,13,North West,1173,,39,,,10892,60018,2,2012
81311,Nicola Garrett,Nicola,Garrett,ACT,F,,,7,Europe,1705,CrossFit Essex,31,,,10893,60020,2,2012
60903,Melissa Von Almen,Melissa,Von Almen,ACT,F,,,14,South Central,2984,CrossFit NOLA,26,,,10894,60022,2,2012
6941,Robin Maier,Robin,Maier,ACT,F,,,5,Canada West,1084,SBS CrossFit,35,,,10895,60023,2,2012
25309,Diana Smith,Diana,Smith,ACT,F,,,12,Northern California,625,CrossFit Santa Cruz,37,,,10896,60039,2,2012
5371,Stephanie Hughes,Stephanie,Hughes,ACT,F,,,5,Canada West,3275,CrossFit 306,29,,,10897,60066,2,2012
30498,Miriam Marquez,Miriam,Marquez,ACT,F,,,16,Southern California,2284,,30,,,10898,60067,2,2012
17464,Krista Muskovin,Krista,Muskovin,ACT,F,,,6,Central East,1771,,40,,,10899,60086,2,2012
44433,Rachel Lam,Rachel,Lam,ACT,F,,,3,Australia,2510,CrossFit Resolve,40,,,10899,60086,2,2012
46199,Rachel Parker,Rachel,Parker,ACT,F,,,17,South West,386,CrossFit Roots,33,,,10901,60088,2,2012
75085,Alison MARLES,Alison,MARLES,ACT,F,,,3,Australia,223,,26,,,10902,60092,2,2012
60392,Michelle Arruñada,Michelle,Arruñada,ACT,F,,,14,South Central,1199,,25,,,10903,60095,2,2012
28292,Kim Jackson,Kim,Jackson,ACT,F,,,17,South West,2666,,34,,,10904,60101,2,2012
57969,Erin Clark,Erin,Clark,ACT,F,,,16,Southern California,2649,,32,,,10905,60111,2,2012
10610,Adriana Pafitis,Adriana,Pafitis,ACT,F,,,3,Australia,1909,CrossFit Geo,22,,,10906,60118,2,2012
42526,Ashley Strickland,Ashley,Strickland,ACT,F,,,16,Southern California,826,CrossFit Long Beach,31,,,10907,60123,2,2012
55200,Alison Smith,Alison,Smith,ACT,F,,,17,South West,595,Core CrossFit,36,,,10908,60133,2,2012
44555,katie carr,katie,carr,ACT,F,,,14,South Central,1238,,31,,,10909,60135,2,2012
61625,Jillene Reeg,Jillene,Reeg,ACT,F,,,17,South West,3160,Method CrossFit,38,,,10910,60136,2,2012
63256,Laura Callahan,Laura,Callahan,ACT,F,,,12,Northern California,854,,37,,,10911,60154,2,2012
33735,Kristin Young,Kristin,Young,ACT,F,,,11,North East,426,BayState CrossFit,35,,,10912,60159,2,2012
74159,Jennifer Suarez,Jennifer,Suarez,ACT,F,,,15,South East,2960,Caution CrossFit Miami Lakes,23,,,10913,60166,2,2012
41180,Anna Li,Anna,Li,ACT,F,,,11,North East,1520,CrossFit Florian,39,,,10913,60166,2,2012
58443,Belinda Grech,Belinda,Grech,ACT,F,,,3,Australia,933,CrossFit Brisbane,30,,,10915,60173,2,2012
71889,Ravit Aviram,Ravit,Aviram,ACT,F,,,13,North West,1984,,36,,,10916,60175,2,2012
29015,Brittney Harper,Brittney,Harper,ACT,F,,,14,South Central,1330,CrossFit Waxahachie,27,,,10917,60186,2,2012
26651,Crystal Dehle,Crystal,Dehle,ACT,F,,,13,North West,863,Eugene CrossFit,44,,,10918,60188,2,2012
61134,Karen Wesner,Karen,Wesner,ACT,F,,,6,Central East,1235,,39,,,10919,60201,2,2012
11613,Sarah Davisson,Sarah,Davisson,ACT,F,,,14,South Central,1331,CrossFit 806,24,,,10920,60202,2,2012
70973,Outi Pylvänäinen,Outi,Pylvänäinen,ACT,F,,,7,Europe,3332,CrossFit Central Helsinki,29,,,10920,60202,2,2012
31035,Maria Elena Gonzalez,Maria Elena,Gonzalez,ACT,F,,,8,Latin America,2637,Maori CrossFit,26,,,10920,60202,2,2012
73593,Jill Larson,Jill,Larson,ACT,F,,,17,South West,2353,Carson City CrossFit,35,,,10923,60214,2,2012
68281,Audrey Jacques,Audrey,Jacques,ACT,F,,,4,Canada East,544,CrossFit Laval,25,,,10924,60229,2,2012
65727,Kathy Mast,Kathy,Mast,ACT,F,,,13,North West,863,Eugene CrossFit,31,,,10925,60231,2,2012
16799,Marci Dolan,Marci,Dolan,ACT,F,,,9,Mid Atlantic,2786,CrossFit Thunder,27,,,10926,60232,2,2012
77581,Becky Taylor,Becky,Taylor,ACT,F,,,7,Europe,1717,CrossFit CM2,30,,,10927,60233,2,2012
28541,Raya Khedheri,Raya,Khedheri,ACT,F,,,4,Canada East,15,,43,,,10928,60234,2,2012
27059,Rachel Moore,Rachel,Moore,ACT,F,,,13,North West,1014,,32,,,10929,60251,2,2012
5724,Denise Borja,Denise,Borja,ACT,F,,,11,North East,239,CrossFit Stony Brook,42,,,10930,60262,2,2012
57566,Monica Fracht,Monica,Fracht,ACT,F,,,14,South Central,2185,,33,,,10931,60269,2,2012
4488,Diana Hurd,Diana,Hurd,ACT,F,,,9,Mid Atlantic,383,,26,,,10932,60271,2,2012
13472,Jennifer Gordon,Jennifer,Gordon,ACT,F,,,15,South East,2610,,39,,,10933,60272,2,2012
51776,Whitney Casey-Heatherman,Whitney,Casey-Heatherman,ACT,F,,,9,Mid Atlantic,2786,CrossFit Thunder,28,,,10934,60283,2,2012
81934,Dennett Clarke,Dennett,Clarke,ACT,F,,,11,North East,2234,CrossFit Acadia,35,,,10934,60283,2,2012
38159,Sara Bodzin,Sara,Bodzin,ACT,F,,,10,North Central,2125,,23,,,10936,60285,2,2012
49145,Gicelle Pajon,Gicelle,Pajon,ACT,F,,,15,South East,3044,,38,,,10937,60287,2,2012
30716,Anna Myers,Anna,Myers,ACT,F,,,9,Mid Atlantic,2092,CrossFit 757,40,,,10937,60287,2,2012
81574,Michelle Grabham,Michelle,Grabham,ACT,F,,,3,Australia,1004,,38,,,10939,60290,2,2012
68505,Sherri Randle,Sherri,Randle,ACT,F,,,15,South East,902,,35,,,10940,60307,2,2012
69602,Theresa Berner,Theresa,Berner,ACT,F,,,13,North West,4220,,36,,,10941,60309,2,2012
35946,Kelly Watkins,Kelly,Watkins,ACT,F,,,3,Australia,3295,,37,,,10942,60311,2,2012
12274,Ashley Stephens,Ashley,Stephens,ACT,F,,,9,Mid Atlantic,2786,CrossFit Thunder,29,,,10943,60334,2,2012
54755,Lauren Romo,Lauren,Romo,ACT,F,,,16,Southern California,764,,37,,,10944,60335,2,2012
53205,Angela Clough,Angela,Clough,ACT,F,,,15,South East,902,,38,,,10945,60345,2,2012
79345,Amanda Miller-Holman,Amanda,Miller-Holman,ACT,F,,,12,Northern California,2816,CrossFit Merced,28,,,10946,60351,2,2012
60176,Sandra Norton,Sandra,Norton,ACT,F,,,14,South Central,1524,CrossFit Bolt,41,,,10947,60355,2,2012
23328,Nadia Taylor,Nadia,Taylor,ACT,F,,,10,North Central,1419,CrossFit Freedom,29,,,10947,60355,2,2012
51289,Nancy Figueroa,Nancy,Figueroa,ACT,F,,,11,North East,1028,CrossFit C2E,44,,,10949,60360,2,2012
3926,Tammyli Gonzalez,Tammyli,Gonzalez,ACT,F,,,11,North East,1878,CrossFit 718,29,,,10950,60361,2,2012
42397,Karla Wisecup,Karla,Wisecup,ACT,F,,,6,Central East,3408,CrossFit Heights,28,,,10951,60364,2,2012
18476,Traci Tokhi,Traci,Tokhi,ACT,F,,,12,Northern California,2914,CrossFit CSA,41,,,10952,60365,2,2012
63003,Kimberly Pace,Kimberly,Pace,ACT,F,,,15,South East,3362,,21,,,10953,60375,2,2012
28226,Crystal White,Crystal,White,ACT,F,,,12,Northern California,1183,CrossFit East Sacramento,25,,,10954,60376,2,2012
82376,kailey Lewis,kailey,Lewis,ACT,F,,,12,Northern California,1796,Ross Valley CrossFit,41,,,10955,60382,2,2012
2861,Maggie Doyle,Maggie,Doyle,ACT,F,,,11,North East,1142,Best Hour CrossFit,39,,,10956,60383,2,2012
70011,Jennifer Galan,Jennifer,Galan,ACT,F,,,17,South West,549,SinCity CrossFit,23,,,10957,60386,2,2012
59173,Jessica Lehr,Jessica,Lehr,ACT,F,,,12,Northern California,730,CrossFit Excel,27,,,10958,60390,2,2012
55067,Meredith Monson,Meredith,Monson,ACT,F,,,12,Northern California,3053,,40,,,10959,60391,2,2012
47835,Paula Kangasniemi,Paula,Kangasniemi,ACT,F,,,7,Europe,3128,,37,,,10960,60393,2,2012
79339,nellyster monserrate,nellyster,monserrate,ACT,F,,,8,Latin America,45,,32,,,10961,60394,2,2012
76810,Peggah Farid,Peggah,Farid,ACT,F,,,9,Mid Atlantic,2971,,36,,,10962,60397,2,2012
