competitorId,competitorName,firstName,lastName,status,gender,countryOfOriginCode,countryOfOriginName,regionId,regionName,affiliateId,affiliateName,age,height,weight,overallRank,overallScore,genderId,year
30081,Cody Fleming,Cody,Fleming,ACT,M,,,17,South West,1093,,34,,,6839,42568,1,2012
25790,ashley Buck,Ashley,Buck,ACT,M,,,3,Australia,473,CrossFit Reebok Gold Coast,43,,,6840,42578,1,2012
44313,Erik Fuentes,Erik,Fuentes,ACT,M,,,13,North West,985,CrossFit Spokane,21,,,6841,42582,1,2012
26233,Victor Herbilla,Victor,Herbilla,ACT,M,,,16,Southern California,1912,Brick CrossFit,27,,,6842,42586,1,2012
14532,Derek Gamertsfelder,Derek,Gamertsfelder,ACT,M,,,6,Central East,1191,,31,,,6843,42588,1,2012
12621,Bryan Judd,Bryan,Judd,ACT,M,,,4,Canada East,1773,,23,,,6844,42593,1,2012
80660,Aaron Harvey,Aaron,Harvey,ACT,M,,,3,Australia,307,,27,,,6845,42599,1,2012
8459,Nicholas Williams,Nicholas,Williams,ACT,M,,,15,South East,1615,Lightning CrossFit,32,,,6846,42602,1,2012
14962,Aidan O'Brien,Aidan,O'Brien,ACT,M,,,3,Australia,1956,CrossFit 4551,20,,,6846,42602,1,2012
27656,Dillon Reed,Dillon,Reed,ACT,M,,,10,North Central,2125,,23,,,6846,42602,1,2012
10895,Everette cormier,Everette,cormier,ACT,M,,,14,South Central,2178,Ragin' CrossFit,24,,,6849,42604,1,2012
13308,Marc Aming,Marc,Aming,ACT,M,,,14,South Central,2367,,23,,,6849,42604,1,2012
21061,Stephen Todd,Stephen,Todd,ACT,M,,,13,North West,1550,,30,,,6851,42611,1,2012
7017,matt mizinski,matt,mizinski,ACT,M,,,12,Northern California,2807,CrossFit Anywhere,22,,,6852,42613,1,2012
31954,Giovanni Vernile,Giovanni,Vernile,ACT,M,,,7,Europe,2048,CrossFit Cantù,23,,,6852,42613,1,2012
6614,Andres Forero,Andres,Forero,ACT,M,,,15,South East,2960,Caution CrossFit Miami Lakes,21,,,6854,42619,1,2012
51829,Michael Woodcock,Michael,Woodcock,ACT,M,,,15,South East,1231,CrossFit Pulse,36,,,6855,42626,1,2012
15500,Carlos Reyna,Carlos,Reyna,ACT,M,,,14,South Central,2200,,28,,,6856,42630,1,2012
25667,Leo Burke,Leo,Burke,ACT,M,,,3,Australia,1348,Reebok CrossFit Frankston,30,,,6857,42637,1,2012
15249,John Lane,John,Lane,ACT,M,,,15,South East,1328,,26,,,6858,42638,1,2012
4761,Phil Cress,Phil,Cress,ACT,M,,,4,Canada East,2850,CrossFit Genetic Potential,18,,,6859,42643,1,2012
32197,Adam Douglas,Adam,Douglas,ACT,M,,,14,South Central,371,,30,,,6860,42650,1,2012
36482,Jonathan Showalter,Jonathan,Showalter,ACT,M,,,11,North East,464,,30,,,6861,42653,1,2012
38537,Patrick Stafford,Patrick,Stafford,ACT,M,,,9,Mid Atlantic,1662,CrossFit Renaissance,33,,,6861,42653,1,2012
39315,Trevor Cox,Trevor,Cox,ACT,M,,,3,Australia,2067,Wiser 1 CrossFit,35,,,6863,42661,1,2012
49806,Jared Thompson,Jared,Thompson,ACT,M,,,13,North West,2163,,32,,,6864,42662,1,2012
26819,jarod hahn,jarod,hahn,ACT,M,,,6,Central East,1553,,21,,,6864,42662,1,2012
22283,Gabe Fitzpatrick,Gabe,Fitzpatrick,ACT,M,,,17,South West,200,,30,,,6866,42667,1,2012
19825,Phillip Rutledge,Phillip,Rutledge,ACT,M,,,6,Central East,975,,21,,,6867,42671,1,2012
23565,Steven Raboin,Steven,Raboin,ACT,M,,,11,North East,1201,Yankee CrossFit,30,,,6867,42671,1,2012
5368,David Wagner,David,Wagner,ACT,M,,,9,Mid Atlantic,0,,30,,,6869,42676,1,2012
18035,Andy DeLaGarza,Andy,DeLaGarza,ACT,M,,,10,North Central,1566,CrossFit Beloit,27,,,6870,42685,1,2012
10196,Doug Young,Doug,Young,ACT,M,,,6,Central East,1008,Practice CrossFit,30,,,6871,42695,1,2012
78773,craig botnen,craig,botnen,ACT,M,,,13,North West,0,,28,,,6872,42696,1,2012
55835,chris jurgensmeyer,chris,jurgensmeyer,ACT,M,,,6,Central East,1553,,40,,,6873,42697,1,2012
75464,Carlos Ruiz,Carlos,Ruiz,ACT,M,,,14,South Central,67,Mustang CrossFit,36,,,6874,42698,1,2012
23557,Matthew Olson,Matthew,Olson,ACT,M,,,16,Southern California,3323,CrossFit CCF Athletics,33,,,6875,42702,1,2012
33181,Chris Thompson,Chris,Thompson,ACT,M,,,7,Europe,66,CrossFit Faction,28,,,6876,42706,1,2012
20791,Michael Woodruff,Michael,Woodruff,ACT,M,,,14,South Central,1100,CrossFit Rockwall,31,,,6877,42709,1,2012
28099,Diego Padilla,Diego,Padilla,ACT,M,,,8,Latin America,0,,29,,,6878,42712,1,2012
17636,Nathaniel Stearns,Nathaniel,Stearns,ACT,M,,,15,South East,1168,CrossFit Huntsville,34,,,6879,42719,1,2012
21660,Ryan Miller,Ryan,Miller,ACT,M,,,1,Africa,0,,27,,,6880,42725,1,2012
32881,Luke Christiansen,Luke,Christiansen,ACT,M,,,10,North Central,2940,,26,,,6881,42728,1,2012
35417,Justin Fisher,Justin,Fisher,ACT,M,,,9,Mid Atlantic,1059,,32,,,6882,42743,1,2012
82727,Tarik Tokar,Tarik,Tokar,ACT,M,,,5,Canada West,1242,CrossFit Vo2 Max,26,,,6883,42759,1,2012
20095,Craig MacDonald,Craig,MacDonald,ACT,M,,,11,North East,2511,,38,,,6884,42777,1,2012
20557,Joseph Hardy,Joseph,Hardy,ACT,M,,,6,Central East,2319,,21,,,6885,42784,1,2012
43334,James Seegert,James,Seegert,ACT,M,,,12,Northern California,815,Level 10 CrossFit,39,,,6886,42793,1,2012
4715,Alex Konicke,Alex,Konicke,ACT,M,,,13,North West,1957,,24,,,6887,42796,1,2012
6976,Taylor Bean,Taylor,Bean,ACT,M,,,13,North West,3632,,23,,,6888,42797,1,2012
28090,Jacob Ring,Jacob,Ring,ACT,M,,,14,South Central,1689,CrossFit CenTex,31,,,6889,42798,1,2012
38795,Matt Boulden,Matt,Boulden,ACT,M,,,17,South West,1027,,41,,,6890,42799,1,2012
41688,Nicholas OConnell,Nicholas,OConnell,ACT,M,,,9,Mid Atlantic,1086,CrossFit BWI,32,,,6891,42806,1,2012
72762,Dan Martini,Dan,Martini,ACT,M,,,11,North East,2167,,22,,,6892,42807,1,2012
14471,Grant Elario,Grant,Elario,ACT,M,,,1,Africa,2132,Cape CrossFit,37,,,6893,42825,1,2012
54847,Sean Hefferon,Sean,Hefferon,ACT,M,,,11,North East,476,RedShed CrossFit,30,,,6894,42826,1,2012
6741,Elie Zeitlin,Elie,Zeitlin,ACT,M,,,11,North East,1223,,27,,,6895,42829,1,2012
23386,Marc Traina,Marc,Traina,ACT,M,,,17,South West,3238,CrossFit Full Strength,33,,,6896,42838,1,2012
5699,Diego Piedrahita,Diego,Piedrahita,ACT,M,,,11,North East,2140,,35,,,6897,42839,1,2012
41174,Benjamin Foster,Benjamin,Foster,ACT,M,,,9,Mid Atlantic,2971,,27,,,6898,42848,1,2012
46118,Bobby Tiefenauer,Bobby,Tiefenauer,ACT,M,,,10,North Central,0,,31,,,6899,42852,1,2012
53263,Sean Smith,Sean,Smith,ACT,M,,,15,South East,635,CrossFit 305,37,,,6900,42856,1,2012
75763,Travis Pinto,Travis,Pinto,ACT,M,,,16,Southern California,2848,,31,,,6901,42859,1,2012
17225,Vincent Freda,Vincent,Freda,ACT,M,,,9,Mid Atlantic,934,,28,,,6902,42862,1,2012
60280,Tahylor Law,Tahylor,Law,ACT,M,,,5,Canada West,0,,28,,,6903,42863,1,2012
76817,Steven Spina,Steven,Spina,ACT,M,,,6,Central East,229,Indy Shield CrossFit,38,,,6904,42870,1,2012
53164,Carlos Cruz,Carlos,Cruz,ACT,M,,,9,Mid Atlantic,2578,,21,,,6905,42877,1,2012
27263,Michael Teede,Michael,Teede,ACT,M,,,3,Australia,2770,,36,,,6906,42886,1,2012
66500,Thomas Tartaglia,Thomas,Tartaglia,ACT,M,,,11,North East,1394,,28,,,6907,42894,1,2012
23354,Brian Jordan,Brian,Jordan,ACT,M,,,13,North West,1608,,38,,,6908,42895,1,2012
22661,Jason Hill,Jason,Hill,ACT,M,,,17,South West,549,SinCity CrossFit,32,,,6909,42901,1,2012
7974,Sean Gleason,Sean,Gleason,ACT,M,,,13,North West,2262,,42,,,6910,42907,1,2012
4935,Evan Linney,Evan,Linney,ACT,M,,,16,Southern California,790,CrossFit Chula Vista,19,,,6911,42909,1,2012
70633,jarrad nicholls,jarrad,nicholls,ACT,M,,,3,Australia,1377,CrossFit Mana,28,,,6912,42914,1,2012
45750,Peter Cooke,Peter,Cooke,ACT,M,,,3,Australia,2043,CrossFit Hawkes Bay,27,,,6913,42915,1,2012
7261,Howard Green,Howard,Green,ACT,M,,,7,Europe,3130,CrossFit Clitheroe,30,,,6914,42917,1,2012
3574,Shane Rosselle,Shane,Rosselle,ACT,M,,,17,South West,871,,42,,,6914,42917,1,2012
12354,Jon Peet,Jon,Peet,ACT,M,,,11,North East,949,CrossFit The Rock,30,,,6916,42920,1,2012
9227,Tommy Olson,Tommy,Olson,ACT,M,,,16,Southern California,0,,22,,,6917,42922,1,2012
20480,Shane Azizi,Shane,Azizi,ACT,M,,,6,Central East,781,CrossFit Ann Arbor,27,,,6918,42928,1,2012
26181,Paul Hessian,Paul,Hessian,ACT,M,,,11,North East,2521,CrossFit Rapture,24,,,6919,42941,1,2012
31987,matthew shepard,matthew,shepard,ACT,M,,,2,Asia,2731,Shogun CrossFit,26,,,6920,42947,1,2012
55968,Lars Hyttel,Lars,Hyttel,ACT,M,,,7,Europe,2332,,36,,,6921,42953,1,2012
22884,john ragno,john,ragno,ACT,M,,,11,North East,3028,,25,,,6922,42954,1,2012
2990,Cody Eslick,Cody,Eslick,ACT,M,,,6,Central East,2841,CrossFit Terre Haute,24,,,6923,42967,1,2012
24955,Mark Pacheco,Mark,Pacheco,ACT,M,,,14,South Central,132,CrossFit Camp Mabry,35,,,6924,42976,1,2012
27093,Thomas Ward,Thomas,Ward,ACT,M,,,12,Northern California,1182,CrossFit San Ramon (SR),27,,,6925,42978,1,2012
31697,Michael Windsor,Michael,Windsor,ACT,M,,,17,South West,3051,,35,,,6926,42979,1,2012
49743,kevin rodland,kevin,rodland,ACT,M,,,13,North West,1327,,24,,,6927,42994,1,2012
63697,Drew Gaunt,Drew,Gaunt,ACT,M,,,13,North West,2777,,33,,,6928,42997,1,2012
19509,Viktor Selezniov,Viktor,Selezniov,ACT,M,,,5,Canada West,376,CrossFit Overdrive,25,,,6929,42998,1,2012
2617,Shaun Hughes,Shaun,Hughes,ACT,M,,,3,Australia,230,CrossFit Shoalhaven,32,,,6930,43005,1,2012
1767,Adam Ryan,Adam,Ryan,ACT,M,,,13,North West,0,,19,,,6930,43005,1,2012
20613,Christian Simms,Christian,Simms,ACT,M,,,9,Mid Atlantic,1102,CrossFit Generation,25,,,6932,43008,1,2012
60296,Harold Lang,Harold,Lang,ACT,M,,,15,South East,591,,32,,,6933,43009,1,2012
53723,Andrew Ritchie,Andrew,Ritchie,ACT,M,,,6,Central East,319,,35,,,6934,43011,1,2012
8864,Will Maloy,Will,Maloy,ACT,M,,,14,South Central,847,Atomic CrossFit,29,,,6935,43015,1,2012
26930,Randy wadley,Randy,Wadley,ACT,M,,,14,South Central,3482,,38,,,6936,43032,1,2012
10375,David Curran,David,Curran,ACT,M,,,15,South East,1060,CrossFit Rx,33,,,6937,43038,1,2012
46957,CRAIG PUNTON,Craig,Punton,ACT,M,,,7,Europe,626,CrossFit Scotland,31,,,6938,43046,1,2012
53698,Peter Williams,Peter,Williams,ACT,M,,,5,Canada West,685,CrossFit Cloverdale,39,,,6939,43051,1,2012
39881,Sean MacDermott,Sean,MacDermott,ACT,M,,,9,Mid Atlantic,1015,,39,,,6940,43056,1,2012
25059,Michael McDonough,Michael,McDonough,ACT,M,,,11,North East,505,CrossFit New England,23,,,6941,43069,1,2012
65824,Eric Lanzl,Eric,Lanzl,ACT,M,,,11,North East,377,CrossFit Cheshire,31,,,6942,43070,1,2012
21013,Stephen Luce,Stephen,Luce,ACT,M,,,11,North East,2511,,40,,,6943,43073,1,2012
16033,Jared Prudoff-Smith,Jared,Prudoff-Smith,ACT,M,,,15,South East,2266,Reebok CrossFit Miami Beach,28,,,6944,43075,1,2012
45395,Chris OBrien,Chris,OBrien,ACT,M,,,11,North East,3529,CrossFit Magnitude,31,,,6945,43084,1,2012
30953,Reid Weber,Reid,Weber,ACT,M,,,17,South West,2487,CrossFit Initiative,31,,,6946,43085,1,2012
2721,Leo Barillas,Leo,Barillas,ACT,M,,,13,North West,252,Natural Selection CrossFit,27,,,6947,43096,1,2012
60892,Jesus Gaitan,Jesus,Gaitan,ACT,M,,,14,South Central,2651,,30,,,6948,43101,1,2012
59087,Devin DaltonDevinD,Devin,DaltonDevinD,ACT,M,,,17,South West,1943,CrossFit Dixie,28,,,6949,43105,1,2012
33019,Don Ricci,Don,Ricci,ACT,M,,,16,Southern California,828,CrossFit Los Angeles (LA),28,,,6950,43108,1,2012
30392,Rob Wasalaski,Rob,Wasalaski,ACT,M,,,9,Mid Atlantic,3035,Trident CrossFit,36,,,6951,43110,1,2012
27029,Brad Collins,Brad,Collins,ACT,M,,,12,Northern California,1723,CrossFit Vacaville North,34,,,6952,43118,1,2012
43524,Markku Luoto,Markku,Luoto,ACT,M,,,7,Europe,2182,CrossFit Lappeenranta,41,,,6953,43122,1,2012
24865,Adrian Forteza,Adrian,Forteza,ACT,M,,,6,Central East,1134,CrossFit South Bend,25,,,6954,43124,1,2012
31353,Gregory MIles,Gregory,MIles,ACT,M,,,3,Australia,380,,41,,,6954,43124,1,2012
77873,nathan claridge,nathan,claridge,ACT,M,,,17,South West,2310,CrossFit Purgatory,24,,,6956,43138,1,2012
65650,Alex Thompson,Alex,Thompson,ACT,M,,,13,North West,967,CrossFit Spokane Valley,30,,,6957,43141,1,2012
19291,Scott Fowell,Scott,Fowell,ACT,M,,,5,Canada West,1740,,25,,,6958,43145,1,2012
22983,Robert von Sivers,Robert,von Sivers,ACT,M,,,7,Europe,3399,CrossFit Malmö,24,,,6959,43151,1,2012
36526,brandon killian,Brandon,Killian,ACT,M,,,10,North Central,2908,CrossFit 540,38,,,6960,43154,1,2012
28984,Tim Palmer,Tim,Palmer,ACT,M,,,11,North East,3555,,29,,,6961,43155,1,2012
26370,Brent Miller,Brent,Miller,ACT,M,,,17,South West,769,,42,,,6962,43161,1,2012
82818,James Free,James,Free,ACT,M,,,6,Central East,727,,30,,,6963,43171,1,2012
26155,Ryan Penner,Ryan,Penner,ACT,M,,,4,Canada East,3049,,36,,,6963,43171,1,2012
27715,Jeff Collop,Jeff,Collop,ACT,M,,,14,South Central,2699,Woodward CrossFit,35,,,6965,43183,1,2012
27253,Shannon Klier,Shannon,Klier,ACT,M,,,14,South Central,705,,39,,,6965,43183,1,2012
5574,Darren Savella,Darren,Savella,ACT,M,,,16,Southern California,809,CrossFit Inferno,31,,,6967,43188,1,2012
34264,Justin Panter,Justin,Panter,ACT,M,,,15,South East,2104,,34,,,6968,43190,1,2012
28998,Paul Loboschefsky,Paul,Loboschefsky,ACT,M,,,14,South Central,1689,CrossFit CenTex,26,,,6969,43193,1,2012
70912,Max Woodward,Max,Woodward,ACT,M,,,7,Europe,2748,CrossFit OGN,21,,,6970,43198,1,2012
67823,Joshua Fitchitt,Joshua,Fitchitt,ACT,M,,,13,North West,261,CrossFit 425,38,,,6971,43205,1,2012
16158,Lyle Nicely,Lyle,Nicely,ACT,M,,,12,Northern California,838,CrossFit Oahu,35,,,6971,43205,1,2012
18706,John Schwenker,John,Schwenker,ACT,M,,,4,Canada East,453,,22,,,6973,43210,1,2012
10824,Ewan Seaford,Ewan,Seaford,ACT,M,,,3,Australia,885,CrossFit Sydney,40,,,6974,43213,1,2012
6551,Ben Cockshott,Ben,Cockshott,ACT,M,,,9,Mid Atlantic,1433,,24,,,6975,43219,1,2012
49037,Brian Bennett,Brian,Bennett,ACT,M,,,6,Central East,1637,,37,,,6976,43221,1,2012
23416,Andrew Stinson,Andrew,Stinson,ACT,M,,,12,Northern California,961,,30,,,6977,43232,1,2012
31306,Darren Ogilvie,Darren,Ogilvie,ACT,M,,,11,North East,2662,CrossFit Full Potential,28,,,6978,43240,1,2012
9434,Ricky Irvin,Ricky,Irvin,ACT,M,,,2,Asia,3521,,33,,,6979,43241,1,2012
4812,August Schmidt,August,Schmidt,ACT,M,,,17,South West,2006,East Valley CrossFit,38,,,6980,43242,1,2012
6279,Anthony Taylor,Anthony,Taylor,ACT,M,,,10,North Central,1150,CrossFit Jenks,32,,,6981,43243,1,2012
29319,Tommy Moran,Tommy,Moran,ACT,M,,,12,Northern California,213,Tamalpais CrossFit,30,,,6982,43247,1,2012
4041,Roger Williams III,Roger,Williams III,ACT,M,,,15,South East,2962,,21,,,6983,43253,1,2012
22933,Jean-Christophe Garon,Jean-Christophe,Garon,ACT,M,,,4,Canada East,2714,,23,,,6984,43263,1,2012
53993,Brad Brosnan,Brad,Brosnan,ACT,M,,,3,Australia,2188,CrossFit Dunedin,23,,,6985,43268,1,2012
71592,Nikolas Poulias,Nikolas,Poulias,ACT,M,,,7,Europe,1869,,32,,,6986,43270,1,2012
54174,Nick Jones,Nick,Jones,ACT,M,,,7,Europe,547,CrossFit Velocity,32,,,6987,43282,1,2012
32444,Oliver Campbell,Oliver,Campbell,ACT,M,,,5,Canada West,412,Peninsula CrossFit,27,,,6988,43289,1,2012
47925,Graham Barratt,Graham,Barratt,ACT,M,,,1,Africa,2132,Cape CrossFit,32,,,6989,43292,1,2012
61207,Björn Fannar Hafsteinsson,Björn Fannar,Hafsteinsson,ACT,M,,,7,Europe,1781,,31,,,6990,43299,1,2012
42610,Sean Kramer,Sean,Kramer,ACT,M,,,11,North East,0,,39,,,6991,43301,1,2012
21581,Chris Truelsen,Chris,Truelsen,ACT,M,,,10,North Central,1399,CrossFit Prevail,35,,,6991,43301,1,2012
5686,Jimmy Barnett,Jimmy,Barnett,ACT,M,,,9,Mid Atlantic,1711,,40,,,6993,43306,1,2012
44678,Thomas Myers,Thomas,Myers,ACT,M,,,10,North Central,1526,CrossFit Complete,25,,,6994,43309,1,2012
4582,Johannes Walter,Johannes,Walter,ACT,M,,,7,Europe,2138,CrossFit Ansbach,22,,,6995,43318,1,2012
19468,Fredrik Flyberg,Fredrik,Flyberg,ACT,M,,,7,Europe,3292,CrossFit Norrort,30,,,6996,43332,1,2012
34201,John Whalley,John,Whalley,ACT,M,,,7,Europe,1705,CrossFit Essex,43,,,6997,43340,1,2012
16661,Jeff Bloxham,Jeff,Bloxham,ACT,M,,,12,Northern California,793,Diablo CrossFit,42,,,6998,43344,1,2012
8832,Jon Park,Jon,Park,ACT,M,,,3,Australia,1304,,30,,,6999,43349,1,2012
6546,Joseph Salamanca,Joseph,Salamanca,ACT,M,,,15,South East,1632,CrossFit BNI,39,,,7000,43350,1,2012
29411,Jeff Lombard,Jeff,Lombard,ACT,M,,,12,Northern California,1643,CrossFit Moxie,26,,,7001,43352,1,2012
2603,Drew Coffin,Drew,Coffin,ACT,M,,,12,Northern California,1643,CrossFit Moxie,26,,,7002,43354,1,2012
33837,Daniel sanderson,Daniel,Sanderson,ACT,M,,,3,Australia,2067,Wiser 1 CrossFit,30,,,7003,43366,1,2012
37224,STEVE KENNEDY,STEVE,KENNEDY,ACT,M,,,3,Australia,2295,,38,,,7004,43372,1,2012
23969,Matt Newman,Matt,Newman,ACT,M,,,10,North Central,282,,43,,,7005,43386,1,2012
48914,Brad Hall,Brad,Hall,ACT,M,,,5,Canada West,1826,,42,,,7006,43389,1,2012
3968,Sean Bruce,Sean,Bruce,ACT,M,,,5,Canada West,757,CrossFit Zone,33,,,7007,43394,1,2012
69774,Michael Lallemand,Michael,Lallemand,ACT,M,,,13,North West,2233,JBLM CrossFit,26,,,7008,43400,1,2012
11487,Mike Darlington,Mike,Darlington,ACT,M,,,9,Mid Atlantic,0,,25,,,7009,43403,1,2012
12539,Chris Bona,Chris,Bona,ACT,M,,,14,South Central,3167,CrossFit Round Rock,31,,,7010,43407,1,2012
41313,Kenny Reed,Kenny,Reed,ACT,M,,,6,Central East,1235,,29,,,7011,43413,1,2012
57669,Michael McDole,Michael,McDole,ACT,M,,,14,South Central,2252,CrossFit 214,28,,,7012,43422,1,2012
10914,Jonathan Walka,Jonathan,Walka,ACT,M,,,11,North East,2508,,28,,,7013,43432,1,2012
53673,Brian Oatsvall,Brian,Oatsvall,ACT,M,,,14,South Central,2492,,40,,,7013,43432,1,2012
6843,Regis Plante,Regis,Plante,ACT,M,,,4,Canada East,2054,,34,,,7015,43433,1,2012
20644,Eric Burnett,Eric,Burnett,ACT,M,,,14,South Central,1114,,31,,,7016,43437,1,2012
25625,Brian Strump,Brian,Strump,ACT,M,,,9,Mid Atlantic,205,CrossFit Steele Creek,34,,,7016,43437,1,2012
49339,Abel Muniz,Abel,Muniz,ACT,M,,,16,Southern California,431,CrossFit Rancho Cucamonga,30,,,7018,43442,1,2012
40684,Aljay Resngit,Aljay,Resngit,ACT,M,,,12,Northern California,961,,26,,,7019,43451,1,2012
17177,Gary Sacon,Gary,Sacon,ACT,M,,,11,North East,648,CrossFit CenterMass,41,,,7020,43459,1,2012
47264,Dustin Greene,Dustin,Greene,ACT,M,,,9,Mid Atlantic,481,CrossFit Winston-Salem,34,,,7020,43459,1,2012
77177,steve smith,steve,smith,ACT,M,,,17,South West,1319,,37,,,7022,43475,1,2012
49223,Kaleb Pincombe,Kaleb,Pincombe,ACT,M,,,10,North Central,875,CrossFit Rockford,20,,,7023,43482,1,2012
20460,Jerrid Clark,Jerrid,Clark,ACT,M,,,14,South Central,371,,32,,,7024,43483,1,2012
4912,Scott WIlliams,Scott,WIlliams,ACT,M,,,3,Australia,2222,,39,,,7025,43485,1,2012
3187,Nicolas Pommier,Nicolas,Pommier,ACT,M,,,12,Northern California,1796,Ross Valley CrossFit,40,,,7026,43486,1,2012
10702,Michael Gorniak,Michael,Gorniak,ACT,M,,,16,Southern California,0,,28,,,7027,43488,1,2012
5587,Jason Morey,Jason,Morey,ACT,M,,,3,Australia,2188,CrossFit Dunedin,33,,,7028,43501,1,2012
7394,Shea Craig,Shea,Craig,ACT,M,,,9,Mid Atlantic,1753,CrossFit Local,31,,,7029,43506,1,2012
3373,Grady Goldhammer,Grady,Goldhammer,ACT,M,,,10,North Central,2940,,25,,,7030,43514,1,2012
33441,Matt Kirshak,Matt,Kirshak,ACT,M,,,11,North East,182,CrossFit Athletic Academy,31,,,7031,43527,1,2012
2907,Curtis Neiderer,Curtis,Neiderer,ACT,M,,,11,North East,0,,28,,,7032,43528,1,2012
14467,Evan Samuel,Evan,Samuel,ACT,M,,,16,Southern California,299,,40,,,7033,43532,1,2012
10722,Darin St. George,Darin,St. George,ACT,M,,,11,North East,300,CrossFit South Central Mass,43,,,7034,43536,1,2012
11490,Andrew Soderstrom,Andrew,Soderstrom,ACT,M,,,6,Central East,1710,CrossFit Grandview,28,,,7035,43537,1,2012
57881,Aaron Behm,Aaron,Behm,ACT,M,,,17,South West,561,CrossFit Utah Valley,30,,,7036,43547,1,2012
37821,Andrew Bailey,Andrew,Bailey,ACT,M,,,15,South East,1904,Classic City CrossFit,28,,,7037,43550,1,2012
17416,Ricky Magana,Ricky,Magana,ACT,M,,,16,Southern California,2648,CrossFit Heyday,25,,,7037,43550,1,2012
25080,Kris Anderson,Kris,Anderson,ACT,M,,,10,North Central,270,Black Hills CrossFit,23,,,7039,43558,1,2012
33590,Bruno Nogueira,Bruno,Nogueira,ACT,M,,,11,North East,2164,CrossFit Norwalk,26,,,7040,43566,1,2012
10268,Damon Trahan,Damon,Trahan,ACT,M,,,17,South West,996,,35,,,7041,43567,1,2012
7028,Jordan Banks,Jordan,Banks,ACT,M,,,9,Mid Atlantic,709,,30,,,7042,43574,1,2012
10317,Nic Schmitt,Nic,Schmitt,ACT,M,,,9,Mid Atlantic,2973,,28,,,7043,43599,1,2012
27083,Fabian Ruiz,Fabian,Ruiz,ACT,M,,,15,South East,591,,23,,,7044,43600,1,2012
34789,Egill Sveinbjörnsson,Egill,Sveinbjörnsson,ACT,M,,,7,Europe,2147,,20,,,7044,43600,1,2012
60621,Nick Parks,Nick,Parks,ACT,M,,,9,Mid Atlantic,2836,CrossFit Unrivaled,34,,,7046,43603,1,2012
18188,Cliff Johansen,Cliff,Johansen,ACT,M,,,16,Southern California,2862,,37,,,7047,43614,1,2012
63487,Adam Bender,Adam,Bender,ACT,M,,,17,South West,2347,CrossFit Celsius,34,,,7048,43618,1,2012
67473,Thomas Rose,Thomas,Rose,ACT,M,,,9,Mid Atlantic,754,,26,,,7049,43620,1,2012
5417,David Butler,David,Butler,ACT,M,,,14,South Central,2651,,27,,,7050,43622,1,2012
58099,Christian Baltazar,Christian,Baltazar,ACT,M,,,16,Southern California,1423,LAX CrossFit,28,,,7051,43623,1,2012
44983,nick byrne,nick,byrne,ACT,M,,,3,Australia,268,CrossFit Broadbeach,26,,,7052,43624,1,2012
22270,Steve Vanderbok,Steve,Vanderbok,ACT,M,,,16,Southern California,236,,41,,,7052,43624,1,2012
57640,Colter Morey,Colter,Morey,ACT,M,,,10,North Central,1598,,26,,,7052,43624,1,2012
2839,Joshua Sollinger,Joshua,Sollinger,ACT,M,,,17,South West,1860,University of Nevada CrossFit,32,,,7055,43627,1,2012
29191,PJ Grealish,PJ,Grealish,ACT,M,,,10,North Central,1427,Lincoln Park CrossFit,27,,,7056,43636,1,2012
8619,Mark Lee,Mark,Lee,ACT,M,,,11,North East,426,BayState CrossFit,33,,,7057,43641,1,2012
19014,Collin Jurena,Collin,Jurena,ACT,M,,,9,Mid Atlantic,3461,,27,,,7058,43647,1,2012
11185,Khoung Yib,Khoung,Yib,ACT,M,,,15,South East,2506,CrossFit Integrity,31,,,7059,43650,1,2012
12341,Justin Strevig,Justin,Strevig,ACT,M,,,11,North East,660,CrossFit New Hampshire,34,,,7060,43651,1,2012
54922,Brian Rosenberg,Brian,Rosenberg,ACT,M,,,11,North East,613,,35,,,7061,43654,1,2012
9516,John- Paul Rinylo,John- Paul,Rinylo,ACT,M,,,11,North East,337,CrossFit OTG,30,,,7062,43659,1,2012
13504,TROY BRATZ,Troy,Bratz,ACT,M,,,6,Central East,1042,CrossFit Cleveland,34,,,7063,43671,1,2012
74225,Corey Perry,Corey,Perry,ACT,M,,,15,South East,1748,,20,,,7064,43693,1,2012
10159,Chad Michael,Chad,Michael,ACT,M,,,9,Mid Atlantic,2431,CrossFit Boone,32,,,7065,43695,1,2012
2234,Joshua Forgue,Joshua,Forgue,ACT,M,,,11,North East,0,,27,,,7066,43702,1,2012
74590,Blain Rethmeier,Blain,Rethmeier,ACT,M,,,9,Mid Atlantic,934,,35,,,7067,43707,1,2012
66973,Matthew Perez,Matthew,Perez,ACT,M,,,12,Northern California,0,,31,,,7068,43709,1,2012
52812,Jason Jenkins,Jason,Jenkins,ACT,M,,,5,Canada West,794,CrossFit DPL Vancouver Island,33,,,7069,43715,1,2012
46913,Ben Robinson,Ben,Robinson,ACT,M,,,7,Europe,1132,CrossFit Glasgow,29,,,7070,43716,1,2012
56186,Lars Olsen,Lars,Olsen,ACT,M,,,12,Northern California,414,,24,,,7071,43721,1,2012
12900,Jim McGarr,Jim,McGarr,ACT,M,,,8,Latin America,314,CrossFit Brasil,31,,,7071,43721,1,2012
26713,louis minjares,louis,minjares,ACT,M,,,12,Northern California,3320,CrossFit Oakdale,33,,,7073,43722,1,2012
